2546978257, 2546978320,5.2491099148,81.5942952935
2546978357, 2546978517,5.2495256527,81.5938002780
2546978462, 2546978607,5.2501145256,81.5941147864
2546978561, 2546978717,5.2495955948,81.5937536737
2546978662, 2546978808,5.2493354228,81.5944679492
2546978762, 2546978905,5.2496455501,81.5940809620
2546978862, 2546979015,5.2494606142,81.5944044268
2546978966, 2546979107,5.2498313707,81.5945538250
2546979062, 2546979209,5.2494243497,81.5948094643
2546979197, 2546979311,5.2500080725,81.5936141447
2546979261, 2546979407,5.2506618779,81.5951020160
2546979362, 2546979508,5.2512010338,81.5933931678
2546979461, 2546979607,5.2495229077,81.5943196078
2546979561, 2546979705,5.2497322823,81.5943720818
2546979662, 2546979805,5.2498326853,81.5945008909
2546979764, 2546979909,5.2499707309,81.5947168157
2546979863, 2546980016,5.2493921021,81.5945098451
2546979961, 2546980110,5.2507661280,81.5948157291
2546980061, 2546980212,5.2488365847,81.5943810478
2546980162, 2546980314,5.2498934312,81.5943065843
2546980262, 2546980412,5.2505503519,81.5943662040
2546980461, 2546980615,5.2503544523,81.5948310300
2546980565, 2546980711,5.2506362073,81.5951314028
2546980665, 2546980813,5.2504940080,81.5952560418
2546980769, 2546980914,5.2499945212,81.5951260995
2546980866, 2546981025,5.2494540523,81.5943665718
2546980969, 2546981117,5.2501316220,81.5947922324
2546981065, 2546981211,5.2502158901,81.5948635890
2546981165, 2546981315,5.2506803819,81.5948619930
2546981265, 2546981411,5.2500962603,81.5949367380
2546981366, 2546981514,5.2503206877,81.5948220006
2546981468, 2546981611,5.2509095852,81.5954489167
2546981591, 2546981712,5.2509348261,81.5945766435
2546981676, 2546981810,5.2506389973,81.5947630469
2546981775, 2546981916,5.2506454845,81.5950221927
2546981864, 2546982027,5.2504344808,81.5957310101
2546981970, 2546982115,5.2489456205,81.5954528958
2546982065, 2546982213,5.2506927087,81.5957854467
2546982196, 2546982316,5.2507443470,81.5953614077
2546982282, 2546982415,5.2506117204,81.5951456353
2546982400, 2546982516,5.2513346344,81.5947068182
2546982473, 2546982617,5.2510692505,81.5945295376
2546982591, 2546982716,5.2509755994,81.5944756323
2546982669, 2546982818,5.2508837342,81.5949581923
2546982769, 2546982915,5.2501170408,81.5957303761
2546982869, 2546983025,5.2510765518,81.5947190109
2546982969, 2546983118,5.2507606263,81.5953309653
2546983069, 2546983218,5.2508461153,81.5956910506
2546983170, 2546983315,5.2517951379,81.5964729228
2546983271, 2546983414,5.2510996566,81.5954485691
2546983370, 2546983516,5.2514193465,81.5956366378
2546983469, 2546983613,5.2510779123,81.5947506354
2546983587, 2546983717,5.2507780435,81.5946566699
2546983680, 2546983817,5.2511144884,81.5951058643
2546983784, 2546983917,5.2514521843,81.5957652387
2546983879, 2546984030,5.2508372308,81.5955381532
2546983979, 2546984118,5.2506884069,81.5955499279
2546984085, 2546984218,5.2513002896,81.5955413332
2546984182, 2546984317,5.2510658878,81.5957085999
2546984285, 2546984420,5.2512775687,81.5953537079
2546984382, 2546984521,5.2514495643,81.5956293818
2546984484, 2546984619,5.2511133902,81.5961841539
2546984582, 2546984720,5.2514587313,81.5953292826
2546984673, 2546984817,5.2507184484,81.5952387878
2546984778, 2546984918,5.2512850267,81.5958020792
2546984973, 2546985030,5.2522052802,81.5958209333
2546985094, 2546985221,5.2516856356,81.5956533203
2546985184, 2546985322,5.2506879319,81.5968820249
2546985273, 2546985417,5.2518597453,81.5970723177
2546985395, 2546985521,5.2511061103,81.5957521581
2546985483, 2546985621,5.2512657290,81.5958553876
2546985577, 2546985719,5.2512470933,81.5965126075
2546985703, 2546985821,5.2513001799,81.5951743697
2546985776, 2546985920,5.2514835770,81.5963611196
2546985973, 2546986119,5.2510740820,81.5967281472
2546986075, 2546986223,5.2517825966,81.5961982863
2546986173, 2546986320,5.2517022094,81.5961921478
2546986275, 2546986423,5.2513308674,81.5958578094
2546986373, 2546986522,5.2515045475,81.5950461219
2546986474, 2546986624,5.2518412840,81.5962106521
2546986580, 2546986728,5.2514744510,81.5967306200
2546986677, 2546986826,5.2527534506,81.5974450126
2546986776, 2546986925,5.2522239970,81.5957401992
2546986978, 2546987036,5.2522283957,81.5963591044
2546987077, 2546987226,5.2512339710,81.5964365370
2546987177, 2546987321,5.2515997325,81.5962934393
2546987278, 2546987420,5.2519418026,81.5966809619
2546987377, 2546987521,5.2517328040,81.5966068127
2546987482, 2546987627,5.2524846246,81.5961410115
2546987586, 2546987726,5.2510402613,81.5963366394
2546987678, 2546987821,5.2521882002,81.5969367420
2546987791, 2546987926,5.2519119732,81.5960143363
2546987878, 2546988034,5.2512009030,81.5953621244
2546987977, 2546988123,5.2518595497,81.5972956621
2546988082, 2546988224,5.2523288638,81.5960383848
2546988178, 2546988325,5.2527191208,81.5962072941
2546988305, 2546988427,5.2509918051,81.5970344375
2546988386, 2546988527,5.2520010332,81.5960209805
2546988498, 2546988630,5.2519695704,81.5969724734
